Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Anorith,47,347,rock,bug,147,92.1,113,1529912,43.5,1500,Struggle Bug,Aqua Jet,Ancient Power,5,6,3,50000
Solosis,47,577,psychic,none,152.9,79.8,120,1465025,50,1497,Hidden Power (Psychic),Psyshock,Night Shade,5,6,3,50000
Snubbull (Shadow),46.1,209,fairy,none,127.7,84,142,1524055,50,1399,Tackle,Crunch,Dazzling Gleam,15,19,3,50000
Timburr (Shadow),45.2,532,fighting,none,125.2,85.7,164,1759945,50,1487,Low Kick,Rock Tomb,Brick Break,10,8,5,75000
Regigigas (Shadow),42.7,486,normal,none,139.3,103.9,111,1607200,12.5,1499,Hidden Power (Ground),Thunder,Focus Blast,8,10,20,100000
Spoink (Shadow),42.5,325,psychic,none,117.6,115.1,140,1896031,50,1495,Zen Headbutt,Shadow Ball,Mirror Coat,10,10,1,10000
Skiddo,42.2,672,grass,none,116,98.3,151,1721514,50,1414,Rock Smash,Rock Slide,Seed Bomb,7,7,3,50000
Kadabra,41.4,64,psychic,none,163.7,90.1,92,1356485,26.5,1496,Psycho Cut,Shadow Ball,Dazzling Gleam,7,7,3,50000
Spoink,40.7,325,psychic,none,117.6,115.1,140,1896031,50,1495,Zen Headbutt,Shadow Ball,Return,10,12,1,10000
Clefairy,40.1,35,fairy,none,102.5,103.4,157,1663540,50,1306,Zen Headbutt,Disarming Voice,Swift,8,6,1,10000
Unown,37.7,201,psychic,none,126.9,89.1,125,1412738,50,1339,Hidden Power (Psychic),Struggle,,13,0,5,75000
Mienfoo,36.1,619,fighting,none,143.6,93.8,116,1563337,48,1500,Low Kick,High Jump Kick,Brick Break,11,8,3,50000
Slaking,20.6,289,normal,none,139.3,83.6,138,1607595,12.5,1498,Yawn,Body Slam,Earthquake,3,6,5,75000
